,CurrencyRateID,CurrencyRateDate,FromCurrencyCode,ToCurrencyCode,AverageRate,EndOfDayRate,ModifiedDate
11402,11403,2014-02-27 00:00:00.000,USD,AUD,1.8614,1.8605,2014-02-27 00:00:00.000
11403,11404,2014-02-27 00:00:00.000,USD,BRL,3.165,3.164,2014-02-27 00:00:00.000
11404,11405,2014-02-27 00:00:00.000,USD,CAD,1.5642,1.5553,2014-02-27 00:00:00.000
11405,11406,2014-02-27 00:00:00.000,USD,CNY,8.2866,8.2857,2014-02-27 00:00:00.000
11406,11407,2014-02-27 00:00:00.000,USD,EUR,1.0165,1.0158,2014-02-27 00:00:00.000
11407,11408,2014-02-27 00:00:00.000,USD,GBP,0.6505,0.6498,2014-02-27 00:00:00.000
11408,11409,2014-02-27 00:00:00.000,USD,JPY,118.49,118.412,2014-02-27 00:00:00.000
11409,11410,2014-02-27 00:00:00.000,USD,MXN,9.9553,9.9489,2014-02-27 00:00:00.000
11410,11411,2014-02-27 00:00:00.000,USD,SAR,3.7505,3.749,2014-02-27 00:00:00.000
11411,11412,2014-02-27 00:00:00.000,USD,VEB,1346.0,1345.91,2014-02-27 00:00:00.000
11412,11413,2014-02-28 00:00:00.000,USD,ARS,3.64,3.64,2014-02-28 00:00:00.000
11413,11414,2014-02-28 00:00:00.000,USD,AUD,1.8597,1.8602,2014-02-28 00:00:00.000
11414,11415,2014-02-28 00:00:00.000,USD,BRL,3.2,3.201,2014-02-28 00:00:00.000
11415,11416,2014-02-28 00:00:00.000,USD,CAD,1.564,1.5669,2014-02-28 00:00:00.000
11416,11417,2014-02-28 00:00:00.000,USD,CNY,8.2866,8.2874,2014-02-28 00:00:00.000
11417,11418,2014-02-28 00:00:00.000,USD,EUR,1.021,1.0216,2014-02-28 00:00:00.000
11418,11419,2014-02-28 00:00:00.000,USD,GBP,0.6508,0.6513,2014-02-28 00:00:00.000
11419,11420,2014-02-28 00:00:00.000,USD,JPY,117.36,117.395,2014-02-28 00:00:00.000
11420,11421,2014-02-28 00:00:00.000,USD,MXN,9.9871,9.992,2014-02-28 00:00:00.000
11421,11422,2014-02-28 00:00:00.000,USD,SAR,3.7505,3.7541,2014-02-28 00:00:00.000
11422,11423,2014-02-28 00:00:00.000,USD,VEB,1376.0,1376.0899,2014-02-28 00:00:00.000
11423,11424,2014-03-01 00:00:00.000,USD,ARS,3.64,3.6398,2014-03-01 00:00:00.000
11424,11425,2014-03-01 00:00:00.000,USD,AUD,1.8447,1.8442,2014-03-01 00:00:00.000
11425,11426,2014-03-01 00:00:00.000,USD,BRL,3.21,3.204,2014-03-01 00:00:00.000
11426,11427,2014-03-01 00:00:00.000,USD,CAD,1.5592,1.5578,2014-03-01 00:00:00.000
11427,11428,2014-03-01 00:00:00.000,USD,CNY,8.2867,8.2858,2014-03-01 00:00:00.000
11428,11429,2014-03-01 00:00:00.000,USD,EUR,1.0185,1.0178,2014-03-01 00:00:00.000
11429,11430,2014-03-01 00:00:00.000,USD,GBP,0.6512,0.6509,2014-03-01 00:00:00.000
11430,11431,2014-03-01 00:00:00.000,USD,JPY,117.4,117.373,2014-03-01 00:00:00.000
11431,11432,2014-03-01 00:00:00.000,USD,MXN,9.9349,9.9269,2014-03-01 00:00:00.000
11432,11433,2014-03-01 00:00:00.000,USD,SAR,3.7505,3.7454,2014-03-01 00:00:00.000
11433,11434,2014-03-01 00:00:00.000,USD,VEB,1367.0,1366.98,2014-03-01 00:00:00.000
11434,11435,2014-03-02 00:00:00.000,USD,ARS,3.64,3.6406,2014-03-02 00:00:00.000
11435,11436,2014-03-02 00:00:00.000,USD,AUD,1.8328,1.8329,2014-03-02 00:00:00.000
11436,11437,2014-03-02 00:00:00.000,USD,BRL,3.12,3.128,2014-03-02 00:00:00.000
11437,11438,2014-03-02 00:00:00.000,USD,CAD,1.5596,1.5658,2014-03-02 00:00:00.000
11438,11439,2014-03-02 00:00:00.000,USD,CNY,8.2867,8.2868,2014-03-02 00:00:00.000
11439,11440,2014-03-02 00:00:00.000,USD,EUR,1.0152,1.0153,2014-03-02 00:00:00.000
11440,11441,2014-03-02 00:00:00.000,USD,GBP,0.6499,0.6505,2014-03-02 00:00:00.000
11441,11442,2014-03-02 00:00:00.000,USD,JPY,117.73,117.7369,2014-03-02 00:00:00.000
11442,11443,2014-03-02 00:00:00.000,USD,MXN,9.8268,9.8309,2014-03-02 00:00:00.000
11443,11444,2014-03-02 00:00:00.000,USD,SAR,3.7505,3.7572,2014-03-02 00:00:00.000
11444,11445,2014-03-02 00:00:00.000,USD,VEB,1377.0,1377.03,2014-03-02 00:00:00.000
11445,11446,2014-03-03 00:00:00.000,USD,ARS,3.64,3.6395,2014-03-03 00:00:00.000
11446,11447,2014-03-03 00:00:00.000,USD,AUD,1.8345,1.8337,2014-03-03 00:00:00.000
11447,11448,2014-03-03 00:00:00.000,USD,BRL,3.12,3.111,2014-03-03 00:00:00.000
11448,11449,2014-03-03 00:00:00.000,USD,CAD,1.5596,1.5544,2014-03-03 00:00:00.000
11449,11450,2014-03-03 00:00:00.000,USD,CNY,8.2867,8.2858,2014-03-03 00:00:00.000
11450,11451,2014-03-03 00:00:00.000,USD,EUR,1.017,1.0164,2014-03-03 00:00:00.000
11451,11452,2014-03-03 00:00:00.000,USD,GBP,0.6505,0.6505,2014-03-03 00:00:00.000
11452,11453,2014-03-03 00:00:00.000,USD,JPY,117.74,117.7099,2014-03-03 00:00:00.000
11453,11454,2014-03-03 00:00:00.000,USD,MXN,9.8109,9.803,2014-03-03 00:00:00.000
11454,11455,2014-03-03 00:00:00.000,USD,SAR,3.7505,3.7494,2014-03-03 00:00:00.000
11455,11456,2014-03-03 00:00:00.000,USD,VEB,1377.0,1376.91,2014-03-03 00:00:00.000
11456,11457,2014-03-04 00:00:00.000,USD,ARS,3.64,3.641,2014-03-04 00:00:00.000
11457,11458,2014-03-04 00:00:00.000,USD,AUD,1.8321,1.8331,2014-03-04 00:00:00.000
11458,11459,2014-03-04 00:00:00.000,USD,BRL,3.12,3.1269,2014-03-04 00:00:00.000
11459,11460,2014-03-04 00:00:00.000,USD,CAD,1.5596,1.5676,2014-03-04 00:00:00.000
11460,11461,2014-03-04 00:00:00.000,USD,CNY,8.2867,8.2876,2014-03-04 00:00:00.000
11461,11462,2014-03-04 00:00:00.000,USD,EUR,1.0165,1.0166,2014-03-04 00:00:00.000
11462,11463,2014-03-04 00:00:00.000,USD,GBP,0.6498,0.6502,2014-03-04 00:00:00.000
11463,11464,2014-03-04 00:00:00.000,USD,JPY,117.73,117.805,2014-03-04 00:00:00.000
11464,11465,2014-03-04 00:00:00.000,USD,MXN,9.8109,9.8179,2014-03-04 00:00:00.000
11465,11466,2014-03-04 00:00:00.000,USD,SAR,3.7505,3.7555,2014-03-04 00:00:00.000
11466,11467,2014-03-04 00:00:00.000,USD,VEB,1377.0,1377.0699,2014-03-04 00:00:00.000
11467,11468,2014-03-05 00:00:00.000,USD,ARS,3.64,3.6393,2014-03-05 00:00:00.000
11468,11469,2014-03-05 00:00:00.000,USD,AUD,1.8488,1.8479,2014-03-05 00:00:00.000
11469,11470,2014-03-05 00:00:00.000,USD,BRL,3.101,3.1,2014-03-05 00:00:00.000
11470,11471,2014-03-05 00:00:00.000,USD,CAD,1.5748,1.5681,2014-03-05 00:00:00.000
11471,11472,2014-03-05 00:00:00.000,USD,CNY,8.2867,8.2858,2014-03-05 00:00:00.000
11472,11473,2014-03-05 00:00:00.000,USD,EUR,1.0244,1.0241,2014-03-05 00:00:00.000
11473,11474,2014-03-05 00:00:00.000,USD,GBP,0.655,0.6543,2014-03-05 00:00:00.000
11474,11475,2014-03-05 00:00:00.000,USD,JPY,118.65,118.5999,2014-03-05 00:00:00.000
11475,11476,2014-03-05 00:00:00.000,USD,MXN,9.7539,9.75,2014-03-05 00:00:00.000
11476,11477,2014-03-05 00:00:00.000,USD,SAR,3.7505,3.7412,2014-03-05 00:00:00.000
11477,11478,2014-03-05 00:00:00.000,USD,VEB,1377.0,1376.99,2014-03-05 00:00:00.000
11478,11479,2014-03-06 00:00:00.000,USD,ARS,3.62,3.621,2014-03-06 00:00:00.000
11479,11480,2014-03-06 00:00:00.000,USD,AUD,1.8307,1.831,2014-03-06 00:00:00.000
11480,11481,2014-03-06 00:00:00.000,USD,BRL,3.1,3.1059,2014-03-06 00:00:00.000
11481,11482,2014-03-06 00:00:00.000,USD,CAD,1.5679,1.5696,2014-03-06 00:00:00.000
11482,11483,2014-03-06 00:00:00.000,USD,CNY,8.2867,8.2875,2014-03-06 00:00:00.000
11483,11484,2014-03-06 00:00:00.000,USD,EUR,1.0215,1.0217,2014-03-06 00:00:00.000
11484,11485,2014-03-06 00:00:00.000,USD,GBP,0.6543,0.6549,2014-03-06 00:00:00.000
11485,11486,2014-03-06 00:00:00.000,USD,JPY,118.88,118.9509,2014-03-06 00:00:00.000
11486,11487,2014-03-06 00:00:00.000,USD,MXN,9.8257,9.832,2014-03-06 00:00:00.000
11487,11488,2014-03-06 00:00:00.000,USD,SAR,3.7505,3.7566,2014-03-06 00:00:00.000
11488,11489,2014-03-06 00:00:00.000,USD,VEB,1392.0,1392.0899,2014-03-06 00:00:00.000
11489,11490,2014-03-07 00:00:00.000,USD,ARS,3.58,3.5796,2014-03-07 00:00:00.000
11490,11491,2014-03-07 00:00:00.000,USD,AUD,1.8369,1.8361,2014-03-07 00:00:00.000
11491,11492,2014-03-07 00:00:00.000,USD,BRL,3.088,3.08,2014-03-07 00:00:00.000
11492,11493,2014-03-07 00:00:00.000,USD,CAD,1.5566,1.5497,2014-03-07 00:00:00.000
11493,11494,2014-03-07 00:00:00.000,USD,CNY,8.2866,8.2856,2014-03-07 00:00:00.000
11494,11495,2014-03-07 00:00:00.000,USD,EUR,1.0199,1.0196,2014-03-07 00:00:00.000
11495,11496,2014-03-07 00:00:00.000,USD,GBP,0.6529,0.6524,2014-03-07 00:00:00.000
11496,11497,2014-03-07 00:00:00.000,USD,JPY,118.56,118.465,2014-03-07 00:00:00.000
11497,11498,2014-03-07 00:00:00.000,USD,MXN,9.8297,9.827,2014-03-07 00:00:00.000
11498,11499,2014-03-07 00:00:00.000,USD,SAR,3.7505,3.7439,2014-03-07 00:00:00.000
11499,11500,2014-03-07 00:00:00.000,USD,VEB,1408.0,1407.93,2014-03-07 00:00:00.000
11500,11501,2014-03-08 00:00:00.000,USD,ARS,3.6,3.6002,2014-03-08 00:00:00.000
11501,11502,2014-03-08 00:00:00.000,USD,AUD,1.8471,1.8475,2014-03-08 00:00:00.000
11502,11503,2014-03-08 00:00:00.000,USD,BRL,3.141,3.1419,2014-03-08 00:00:00.000
11503,11504,2014-03-08 00:00:00.000,USD,CAD,1.5599,1.5658,2014-03-08 00:00:00.000
11504,11505,2014-03-08 00:00:00.000,USD,CNY,8.2866,8.2872,2014-03-08 00:00:00.000
11505,11506,2014-03-08 00:00:00.000,USD,EUR,1.0321,1.0326,2014-03-08 00:00:00.000
11506,11507,2014-03-08 00:00:00.000,USD,GBP,0.6573,0.6579,2014-03-08 00:00:00.000
11507,11508,2014-03-08 00:00:00.000,USD,JPY,119.99,120.036,2014-03-08 00:00:00.000
11508,11509,2014-03-08 00:00:00.000,USD,MXN,9.8574,9.861,2014-03-08 00:00:00.000
11509,11510,2014-03-08 00:00:00.000,USD,SAR,3.7505,3.7505,2014-03-08 00:00:00.000
11510,11511,2014-03-08 00:00:00.000,USD,VEB,1403.0,1403.0899,2014-03-08 00:00:00.000
11511,11512,2014-03-09 00:00:00.000,USD,ARS,3.6,3.5996,2014-03-09 00:00:00.000
11512,11513,2014-03-09 00:00:00.000,USD,AUD,1.8411,1.8404,2014-03-09 00:00:00.000
11513,11514,2014-03-09 00:00:00.000,USD,BRL,3.2198,3.2189,2014-03-09 00:00:00.000
11514,11515,2014-03-09 00:00:00.000,USD,CAD,1.5567,1.5488,2014-03-09 00:00:00.000
11515,11516,2014-03-09 00:00:00.000,USD,CNY,8.2866,8.2861,2014-03-09 00:00:00.000
11516,11517,2014-03-09 00:00:00.000,USD,EUR,1.028,1.028,2014-03-09 00:00:00.000
11517,11518,2014-03-09 00:00:00.000,USD,GBP,0.6579,0.657,2014-03-09 00:00:00.000
11518,11519,2014-03-09 00:00:00.000,USD,JPY,119.62,119.5999,2014-03-09 00:00:00.000
11519,11520,2014-03-09 00:00:00.000,USD,MXN,9.8562,9.8529,2014-03-09 00:00:00.000
11520,11521,2014-03-09 00:00:00.000,USD,SAR,3.7505,3.749,2014-03-09 00:00:00.000
11521,11522,2014-03-09 00:00:00.000,USD,VEB,1403.0,1402.91,2014-03-09 00:00:00.000
11522,11523,2014-03-10 00:00:00.000,USD,ARS,3.6,3.6006,2014-03-10 00:00:00.000
11523,11524,2014-03-10 00:00:00.000,USD,AUD,1.842,1.8426,2014-03-10 00:00:00.000
11524,11525,2014-03-10 00:00:00.000,USD,BRL,3.2198,3.221,2014-03-10 00:00:00.000
11525,11526,2014-03-10 00:00:00.000,USD,CAD,1.5572,1.5646,2014-03-10 00:00:00.000
11526,11527,2014-03-10 00:00:00.000,USD,CNY,8.2866,8.2875,2014-03-10 00:00:00.000
11527,11528,2014-03-10 00:00:00.000,USD,EUR,1.028,1.0288,2014-03-10 00:00:00.000
11528,11529,2014-03-10 00:00:00.000,USD,GBP,0.6576,0.6584,2014-03-10 00:00:00.000
11529,11530,2014-03-10 00:00:00.000,USD,JPY,119.72,119.7339,2014-03-10 00:00:00.000
11530,11531,2014-03-10 00:00:00.000,USD,MXN,9.8499,9.8529,2014-03-10 00:00:00.000
11531,11532,2014-03-10 00:00:00.000,USD,SAR,3.7505,3.7551,2014-03-10 00:00:00.000
11532,11533,2014-03-10 00:00:00.000,USD,VEB,1403.0,1403.05,2014-03-10 00:00:00.000
11533,11534,2014-03-11 00:00:00.000,USD,ARS,3.6,3.5994,2014-03-11 00:00:00.000
11534,11535,2014-03-11 00:00:00.000,USD,AUD,1.8362,1.8352,2014-03-11 00:00:00.000
11535,11536,2014-03-11 00:00:00.000,USD,BRL,3.2198,3.212,2014-03-11 00:00:00.000
11536,11537,2014-03-11 00:00:00.000,USD,CAD,1.5572,1.5529,2014-03-11 00:00:00.000
11537,11538,2014-03-11 00:00:00.000,USD,CNY,8.2866,8.2865,2014-03-11 00:00:00.000
11538,11539,2014-03-11 00:00:00.000,USD,EUR,1.0283,1.0276,2014-03-11 00:00:00.000
11539,11540,2014-03-11 00:00:00.000,USD,GBP,0.6576,0.6572,2014-03-11 00:00:00.000
11540,11541,2014-03-11 00:00:00.000,USD,JPY,119.6,119.534,2014-03-11 00:00:00.000
11541,11542,2014-03-11 00:00:00.000,USD,MXN,9.8499,9.842,2014-03-11 00:00:00.000
11542,11543,2014-03-11 00:00:00.000,USD,SAR,3.7505,3.7427,2014-03-11 00:00:00.000
11543,11544,2014-03-11 00:00:00.000,USD,VEB,1403.0,1402.91,2014-03-11 00:00:00.000
11544,11545,2014-03-12 00:00:00.000,USD,ARS,3.64,3.6402,2014-03-12 00:00:00.000
11545,11546,2014-03-12 00:00:00.000,USD,AUD,1.8369,1.8376,2014-03-12 00:00:00.000
11546,11547,2014-03-12 00:00:00.000,USD,BRL,3.0939,3.1,2014-03-12 00:00:00.000
11547,11548,2014-03-12 00:00:00.000,USD,CAD,1.5558,1.5579,2014-03-12 00:00:00.000
11548,11549,2014-03-12 00:00:00.000,USD,CNY,8.2866,8.2873,2014-03-12 00:00:00.000
11549,11550,2014-03-12 00:00:00.000,USD,EUR,1.029,1.0299,2014-03-12 00:00:00.000
11550,11551,2014-03-12 00:00:00.000,USD,GBP,0.6572,0.6579,2014-03-12 00:00:00.000
11551,11552,2014-03-12 00:00:00.000,USD,JPY,119.74,119.827,2014-03-12 00:00:00.000
11552,11553,2014-03-12 00:00:00.000,USD,MXN,9.8527,9.8569,2014-03-12 00:00:00.000
11553,11554,2014-03-12 00:00:00.000,USD,SAR,3.7507,3.7582,2014-03-12 00:00:00.000
11554,11555,2014-03-12 00:00:00.000,USD,VEB,1391.0,1391.01,2014-03-12 00:00:00.000
11555,11556,2014-03-13 00:00:00.000,USD,ARS,3.62,3.6194,2014-03-13 00:00:00.000
11556,11557,2014-03-13 00:00:00.000,USD,AUD,1.8068,1.8061,2014-03-13 00:00:00.000
11557,11558,2014-03-13 00:00:00.000,USD,BRL,3.135,3.1259,2014-03-13 00:00:00.000
11558,11559,2014-03-13 00:00:00.000,USD,CAD,1.5543,1.5475,2014-03-13 00:00:00.000
11559,11560,2014-03-13 00:00:00.000,USD,CNY,8.2866,8.2865,2014-03-13 00:00:00.000
11560,11561,2014-03-13 00:00:00.000,USD,EUR,1.017,1.017,2014-03-13 00:00:00.000
11561,11562,2014-03-13 00:00:00.000,USD,GBP,0.6518,0.6513,2014-03-13 00:00:00.000
11562,11563,2014-03-13 00:00:00.000,USD,JPY,118.21,118.178,2014-03-13 00:00:00.000
11563,11564,2014-03-13 00:00:00.000,USD,MXN,9.9171,9.916,2014-03-13 00:00:00.000
11564,11565,2014-03-13 00:00:00.000,USD,SAR,3.7507,3.7482,2014-03-13 00:00:00.000
11565,11566,2014-03-13 00:00:00.000,USD,VEB,1410.0,1409.98,2014-03-13 00:00:00.000
11566,11567,2014-03-14 00:00:00.000,USD,ARS,3.62,3.6204,2014-03-14 00:00:00.000
11567,11568,2014-03-14 00:00:00.000,USD,AUD,1.8146,1.8152,2014-03-14 00:00:00.000
11568,11569,2014-03-14 00:00:00.000,USD,BRL,3.12,3.128,2014-03-14 00:00:00.000
11569,11570,2014-03-14 00:00:00.000,USD,CAD,1.5597,1.5612,2014-03-14 00:00:00.000
11570,11571,2014-03-14 00:00:00.000,USD,CNY,8.2867,8.2873,2014-03-14 00:00:00.000
11571,11572,2014-03-14 00:00:00.000,USD,EUR,1.0213,1.022,2014-03-14 00:00:00.000
11572,11573,2014-03-14 00:00:00.000,USD,GBP,0.6518,0.6524,2014-03-14 00:00:00.000
11573,11574,2014-03-14 00:00:00.000,USD,JPY,118.74,118.837,2014-03-14 00:00:00.000
11574,11575,2014-03-14 00:00:00.000,USD,MXN,9.9337,9.9399,2014-03-14 00:00:00.000
11575,11576,2014-03-14 00:00:00.000,USD,SAR,3.7505,3.7597,2014-03-14 00:00:00.000
11576,11577,2014-03-14 00:00:00.000,USD,VEB,1405.0,1405.02,2014-03-14 00:00:00.000
11577,11578,2014-03-15 00:00:00.000,USD,ARS,3.6299,3.6293,2014-03-15 00:00:00.000
11578,11579,2014-03-15 00:00:00.000,USD,AUD,1.8116,1.8112,2014-03-15 00:00:00.000
11579,11580,2014-03-15 00:00:00.000,USD,BRL,3.072,3.071,2014-03-15 00:00:00.000
11580,11581,2014-03-15 00:00:00.000,USD,CAD,1.5591,1.5559,2014-03-15 00:00:00.000
11581,11582,2014-03-15 00:00:00.000,USD,CNY,8.2866,8.2865,2014-03-15 00:00:00.000
11582,11583,2014-03-15 00:00:00.000,USD,EUR,1.0156,1.0155,2014-03-15 00:00:00.000
11583,11584,2014-03-15 00:00:00.000,USD,GBP,0.6458,0.6457,2014-03-15 00:00:00.000
11584,11585,2014-03-15 00:00:00.000,USD,JPY,118.16,118.157,2014-03-15 00:00:00.000
11585,11586,2014-03-15 00:00:00.000,USD,MXN,9.9393,9.938,2014-03-15 00:00:00.000
11586,11587,2014-03-15 00:00:00.000,USD,SAR,3.7505,3.7475,2014-03-15 00:00:00.000
11587,11588,2014-03-15 00:00:00.000,USD,VEB,1418.0,1417.92,2014-03-15 00:00:00.000
11588,11589,2014-03-16 00:00:00.000,USD,ARS,3.6299,3.6307,2014-03-16 00:00:00.000
11589,11590,2014-03-16 00:00:00.000,USD,AUD,1.8168,1.8178,2014-03-16 00:00:00.000
11590,11591,2014-03-16 00:00:00.000,USD,BRL,3.1535,3.1549,2014-03-16 00:00:00.000
11591,11592,2014-03-16 00:00:00.000,USD,CAD,1.559,1.5625,2014-03-16 00:00:00.000
11592,11593,2014-03-16 00:00:00.000,USD,CNY,8.2866,8.2873,2014-03-16 00:00:00.000
11593,11594,2014-03-16 00:00:00.000,USD,EUR,1.0185,1.0185,2014-03-16 00:00:00.000
11594,11595,2014-03-16 00:00:00.000,USD,GBP,0.645,0.6453,2014-03-16 00:00:00.000
11595,11596,2014-03-16 00:00:00.000,USD,JPY,118.35,118.391,2014-03-16 00:00:00.000
11596,11597,2014-03-16 00:00:00.000,USD,MXN,9.9656,9.9659,2014-03-16 00:00:00.000
11597,11598,2014-03-16 00:00:00.000,USD,SAR,3.7505,3.7576,2014-03-16 00:00:00.000
11598,11599,2014-03-16 00:00:00.000,USD,VEB,1418.0,1418.04,2014-03-16 00:00:00.000
11599,11600,2014-03-17 00:00:00.000,USD,ARS,3.6299,3.6292,2014-03-17 00:00:00.000
11600,11601,2014-03-17 00:00:00.000,USD,AUD,1.8175,1.8173,2014-03-17 00:00:00.000
11601,11602,2014-03-17 00:00:00.000,USD,BRL,3.1535,3.153,2014-03-17 00:00:00.000
11602,11603,2014-03-17 00:00:00.000,USD,CAD,1.5593,1.5585,2014-03-17 00:00:00.000
11603,11604,2014-03-17 00:00:00.000,USD,CNY,8.2866,8.286,2014-03-17 00:00:00.000
11604,11605,2014-03-17 00:00:00.000,USD,EUR,1.0201,1.0193,2014-03-17 00:00:00.000
11605,11606,2014-03-17 00:00:00.000,USD,GBP,0.6464,0.646,2014-03-17 00:00:00.000
11606,11607,2014-03-17 00:00:00.000,USD,JPY,118.73,118.7219,2014-03-17 00:00:00.000
11607,11608,2014-03-17 00:00:00.000,USD,MXN,9.957,9.9529,2014-03-17 00:00:00.000
11608,11609,2014-03-17 00:00:00.000,USD,SAR,3.7505,3.7406,2014-03-17 00:00:00.000
11609,11610,2014-03-17 00:00:00.000,USD,VEB,1418.0,1417.91,2014-03-17 00:00:00.000
11610,11611,2014-03-18 00:00:00.000,USD,ARS,3.6299,3.6303,2014-03-18 00:00:00.000
11611,11612,2014-03-18 00:00:00.000,USD,AUD,1.8186,1.8192,2014-03-18 00:00:00.000
11612,11613,2014-03-18 00:00:00.000,USD,BRL,3.1535,3.156,2014-03-18 00:00:00.000
11613,11614,2014-03-18 00:00:00.000,USD,CAD,1.5592,1.5685,2014-03-18 00:00:00.000
11614,11615,2014-03-18 00:00:00.000,USD,CNY,8.2866,8.2873,2014-03-18 00:00:00.000
11615,11616,2014-03-18 00:00:00.000,USD,EUR,1.0181,1.0189,2014-03-18 00:00:00.000
11616,11617,2014-03-18 00:00:00.000,USD,GBP,0.645,0.6454,2014-03-18 00:00:00.000
11617,11618,2014-03-18 00:00:00.000,USD,JPY,118.45,118.545,2014-03-18 00:00:00.000
11618,11619,2014-03-18 00:00:00.000,USD,MXN,9.957,9.964,2014-03-18 00:00:00.000
11619,11620,2014-03-18 00:00:00.000,USD,SAR,3.7505,3.7545,2014-03-18 00:00:00.000
11620,11621,2014-03-18 00:00:00.000,USD,VEB,1418.0,1418.0699,2014-03-18 00:00:00.000
11621,11622,2014-03-19 00:00:00.000,USD,ARS,3.6299,3.6295,2014-03-19 00:00:00.000
11622,11623,2014-03-19 00:00:00.000,USD,AUD,1.8146,1.8144,2014-03-19 00:00:00.000
11623,11624,2014-03-19 00:00:00.000,USD,BRL,3.0891,3.083,2014-03-19 00:00:00.000
11624,11625,2014-03-19 00:00:00.000,USD,CAD,1.5573,1.5569,2014-03-19 00:00:00.000
11625,11626,2014-03-19 00:00:00.000,USD,CNY,8.2868,8.2864,2014-03-19 00:00:00.000
11626,11627,2014-03-19 00:00:00.000,USD,EUR,1.0168,1.0166,2014-03-19 00:00:00.000
11627,11628,2014-03-19 00:00:00.000,USD,GBP,0.6461,0.6453,2014-03-19 00:00:00.000
11628,11629,2014-03-19 00:00:00.000,USD,JPY,118.18,118.155,2014-03-19 00:00:00.000
11629,11630,2014-03-19 00:00:00.000,USD,MXN,9.9419,9.932,2014-03-19 00:00:00.000
11630,11631,2014-03-19 00:00:00.000,USD,SAR,3.7504,3.7479,2014-03-19 00:00:00.000
11631,11632,2014-03-19 00:00:00.000,USD,VEB,1418.0,1417.97,2014-03-19 00:00:00.000
11632,11633,2014-03-20 00:00:00.000,USD,ARS,3.6499,3.6505,2014-03-20 00:00:00.000
11633,11634,2014-03-20 00:00:00.000,USD,AUD,1.8266,1.8275,2014-03-20 00:00:00.000
11634,11635,2014-03-20 00:00:00.000,USD,BRL,3.109,3.116,2014-03-20 00:00:00.000
11635,11636,2014-03-20 00:00:00.000,USD,CAD,1.5533,1.5561,2014-03-20 00:00:00.000
11636,11637,2014-03-20 00:00:00.000,USD,CNY,8.287,8.288,2014-03-20 00:00:00.000
11637,11638,2014-03-20 00:00:00.000,USD,EUR,1.0033,1.0039,2014-03-20 00:00:00.000
11638,11639,2014-03-20 00:00:00.000,USD,GBP,0.6391,0.64,2014-03-20 00:00:00.000
11639,11640,2014-03-20 00:00:00.000,USD,JPY,117.15,117.162,2014-03-20 00:00:00.000
11640,11641,2014-03-20 00:00:00.000,USD,MXN,10.061,10.066,2014-03-20 00:00:00.000
11641,11642,2014-03-20 00:00:00.000,USD,SAR,3.7504,3.7538,2014-03-20 00:00:00.000
11642,11643,2014-03-20 00:00:00.000,USD,VEB,1432.0,1432.03,2014-03-20 00:00:00.000
11643,11644,2014-03-21 00:00:00.000,USD,ARS,3.66,3.6593,2014-03-21 00:00:00.000
11644,11645,2014-03-21 00:00:00.000,USD,AUD,1.834,1.8333,2014-03-21 00:00:00.000
11645,11646,2014-03-21 00:00:00.000,USD,BRL,3.115,3.1099,2014-03-21 00:00:00.000
11646,11647,2014-03-21 00:00:00.000,USD,CAD,1.5669,1.5636,2014-03-21 00:00:00.000
11647,11648,2014-03-21 00:00:00.000,USD,CNY,8.2871,8.2863,2014-03-21 00:00:00.000
11648,11649,2014-03-21 00:00:00.000,USD,EUR,1.0074,1.0074,2014-03-21 00:00:00.000
11649,11650,2014-03-21 00:00:00.000,USD,GBP,0.6391,0.6391,2014-03-21 00:00:00.000
11650,11651,2014-03-21 00:00:00.000,USD,JPY,118.04,118.001,2014-03-21 00:00:00.000
11651,11652,2014-03-21 00:00:00.000,USD,MXN,10.009,10.007,2014-03-21 00:00:00.000
11652,11653,2014-03-21 00:00:00.000,USD,SAR,3.7504,3.7446,2014-03-21 00:00:00.000
11653,11654,2014-03-21 00:00:00.000,USD,VEB,1445.0,1444.94,2014-03-21 00:00:00.000
11654,11655,2014-03-22 00:00:00.000,USD,ARS,3.6099,3.6107,2014-03-22 00:00:00.000
11655,11656,2014-03-22 00:00:00.000,USD,AUD,1.8426,1.8432,2014-03-22 00:00:00.000
11656,11657,2014-03-22 00:00:00.000,USD,BRL,3.155,3.1579,2014-03-22 00:00:00.000
11657,11658,2014-03-22 00:00:00.000,USD,CAD,1.5727,1.5807,2014-03-22 00:00:00.000
11658,11659,2014-03-22 00:00:00.000,USD,CNY,8.2872,8.2874,2014-03-22 00:00:00.000
11659,11660,2014-03-22 00:00:00.000,USD,EUR,1.0085,1.0086,2014-03-22 00:00:00.000
11660,11661,2014-03-22 00:00:00.000,USD,GBP,0.6391,0.6391,2014-03-22 00:00:00.000
11661,11662,2014-03-22 00:00:00.000,USD,JPY,118.39,118.4449,2014-03-22 00:00:00.000
11662,11663,2014-03-22 00:00:00.000,USD,MXN,10.035,10.0429,2014-03-22 00:00:00.000
11663,11664,2014-03-22 00:00:00.000,USD,SAR,3.7507,3.7589,2014-03-22 00:00:00.000
11664,11665,2014-03-22 00:00:00.000,USD,VEB,1441.0,1441.02,2014-03-22 00:00:00.000
11665,11666,2014-03-23 00:00:00.000,USD,ARS,3.6299,3.6294,2014-03-23 00:00:00.000
11666,11667,2014-03-23 00:00:00.000,USD,AUD,1.8267,1.8263,2014-03-23 00:00:00.000
